[FIXES]
AAMMM N036.10.25.899 W114.51.55.789
JBIRD N033.07.37.830 W111.26.21.870
JCKIE N034.41.05.130 W116.37.30.370
JCOBS N034.18.00.170 W111.54.55.630
JCOXX N031.56.55.520 W106.27.07.020
JDIZL N040.14.50.230 W104.40.57.850
JDOGG N039.56.59.800 W094.39.41.430
JEAPE N041.04.02.780 W102.55.45.620
JEBAD N037.35.07.000 W118.24.33.460
JEBAV N036.44.10.250 W108.14.28.680
JEBBB N035.54.38.270 W115.23.06.500
JEBED N040.13.44.540 W119.50.58.710
JEBEG N040.13.10.260 W115.25.04.820
JEBEL N034.08.14.690 W114.23.02.340
JEBER N045.01.33.200 W097.22.56.220
JEBES N034.18.43.610 W103.24.34.990
JEBGA N040.45.15.790 W123.57.24.390
JEBGO N035.17.40.200 W097.49.32.240
JEBIK N039.15.54.950 W095.37.01.440
JEBIR N046.40.53.960 W100.50.37.310
JEBLA N036.27.44.350 W098.34.31.860
JEBMI N039.34.32.940 W119.48.45.190
JEBNO N035.39.46.210 W120.22.18.110
JEBNU N035.33.07.340 W097.02.42.760
JEBOB N047.47.58.360 W111.41.56.710
JEBSI N046.38.26.600 W112.12.26.100
JEBSU N032.02.21.490 W106.37.33.180
JEBUR N035.32.01.910 W117.34.05.350
JECAJ N035.39.48.820 W120.25.22.260
JECCO N036.21.53.190 W121.22.25.500
JEDAK N038.20.10.620 W121.51.06.330
JEDBU N042.19.13.320 W114.47.55.770
JEDED N041.05.34.880 W097.32.11.120
JEDEN N044.58.24.680 W093.05.54.810
JEDET N044.27.40.640 W092.43.40.590
JEDEV N032.33.00.410 W114.44.57.830
JEDGI N035.28.13.590 W120.41.27.500
JEDHI N039.58.15.820 W122.05.49.240
JEDID N035.02.05.210 W117.37.45.090
JEDLI N036.48.31.520 W101.52.45.270
JEDNA N036.19.23.550 W115.39.23.170
JEDOK N039.21.03.860 W121.57.25.240
JEDOS N036.08.52.420 W098.05.52.620
JEDPO N036.08.05.420 W115.07.13.720
JEDUG N043.53.20.350 W092.27.52.180
JEDUX N043.18.29.220 W112.07.23.160
JEENY N043.41.06.040 W111.53.18.250
JEEPR N040.12.26.130 W104.40.59.530
JEEVS N032.42.49.200 W116.44.24.000
JEEYU N034.34.33.500 W118.04.16.000
JEFEL N039.21.50.390 W104.14.36.130
JEFFE N037.03.56.970 W095.46.37.850
JEFFY N034.44.53.300 W118.36.00.380
JEFNY N037.17.52.730 W122.08.33.970
JEFRI N039.25.19.530 W094.43.39.390
JEFUB N040.08.22.400 W109.43.46.430
JEGAP N042.54.27.530 W114.53.32.370
JEGAV N032.29.47.480 W114.36.59.570
JEGDU N047.26.41.260 W117.47.50.200
JEGEK N032.11.18.480 W110.51.28.250
JEGEX N033.56.53.440 W117.21.42.440
JEGLI N043.14.23.740 W093.50.44.740
JEGLU N034.09.13.010 W098.38.54.230
JEGOL N043.25.21.900 W096.05.45.950
JEGRU N045.09.49.770 W094.35.27.010
JEGSA N037.14.34.660 W121.52.19.750
JEGUP N047.54.55.310 W096.59.04.500
JEHFY N039.58.02.650 W122.22.11.360
JEHLI N034.06.39.800 W115.34.09.070
JEJMA N036.46.54.080 W121.31.30.950
JEJZE N036.41.21.100 W121.45.57.310
JEKAL N035.11.30.910 W097.50.24.640
JEKAN N046.51.28.690 W101.03.12.150
JEKAX N038.35.01.700 W121.14.44.450
JEKDU N037.37.57.670 W101.25.28.710
JEKIM N035.29.34.790 W104.55.11.570
JEKIR N036.18.22.400 W119.42.08.370
JEKIT N036.11.42.050 W097.16.34.010
JEKIX N033.41.03.150 W112.13.00.740
JEKMO N044.12.32.790 W121.02.59.840
JEKOK N047.59.31.050 W103.27.17.510
JEKOR N034.50.45.360 W120.26.33.520
JEKPO N048.15.06.530 W122.46.49.640
JEKRA N032.52.28.810 W106.06.40.380
JEKRU N040.32.12.280 W098.22.32.270
JEKTI N042.03.38.910 W102.32.52.240
JEKTO N033.22.26.890 W104.25.53.260
JEKUB N039.39.00.530 W097.02.52.850
JEKUD N032.28.10.630 W111.12.38.350
JEKUG N044.18.22.440 W109.45.43.170
JEKUK N041.08.14.240 W096.00.56.460
JEKUT N034.02.34.180 W101.54.04.880
JELAM N042.40.17.690 W094.58.31.060
JELAT N033.55.15.830 W103.24.59.630
JELDI N045.26.02.850 W095.54.19.680
JELEG N047.05.55.090 W114.24.20.650
JELET N043.59.54.060 W095.06.31.240
JELGO N037.31.21.630 W116.36.29.020
JELIG N032.20.43.030 W107.58.15.200
JELIL N034.33.47.450 W103.32.53.360
JELIR N036.17.28.920 W114.58.19.580
JELKU N045.53.27.470 W098.01.18.190
JELMU N047.14.21.850 W101.32.34.070
JELOD N042.44.28.700 W112.49.04.130
JELOG N043.42.00.850 W092.56.24.360
JELOK N039.38.53.030 W096.32.08.530
JELRO N045.48.43.830 W102.51.46.960
JELTI N044.59.37.250 W118.21.11.550
JELUX N033.24.13.100 W118.20.39.450
JELVO N048.16.43.800 W118.05.10.200
JEMAK N035.55.14.540 W104.59.25.710
JEMAN N032.48.33.340 W116.50.47.650
JEMEM N035.22.30.950 W097.17.15.140
JEMEX N035.18.26.010 W097.34.55.940
JEMEZ N035.56.20.540 W106.56.25.860
JEMGO N039.55.02.930 W104.41.45.000
JEMGU N041.22.05.790 W095.58.02.370
JEMIS N033.24.35.240 W117.14.11.440
JEMKI N038.36.39.950 W104.36.38.850
JEMKU N041.03.42.470 W112.02.51.200
JEMMO N032.02.15.870 W102.27.33.500
JEMOD N033.22.02.860 W117.16.42.850
JEMOR N037.47.25.290 W099.53.55.570
JEMOX N039.23.52.960 W101.44.08.960
JEMTO N033.06.26.530 W106.10.10.110
JEMVI N040.47.42.830 W096.45.43.610
JENAR N036.19.53.180 W114.55.42.480
JENAS N046.29.48.750 W117.12.50.840
JENBU N039.22.26.600 W123.21.50.450
JENED N037.21.40.880 W120.35.56.000
JENEG N037.45.10.500 W121.32.02.310
JENES N037.13.42.580 W121.46.59.390
JENGU N039.29.43.500 W118.46.03.720
JENID N036.21.30.000 W116.51.03.000
JENKI N046.20.29.510 W114.05.01.670
JENNE N044.07.04.440 W105.40.48.730
JENNI N039.46.10.990 W124.01.42.810
JENOM N033.19.53.370 W104.25.20.800
JENRO N038.32.31.270 W106.50.00.280
JENSA N040.11.36.000 W119.13.27.000
JENTU N043.36.52.030 W095.27.23.640
JENUK N041.23.55.360 W103.10.13.430
JENUL N039.01.52.250 W099.09.28.840
JENUM N035.45.05.940 W098.56.09.400
JENYE N036.56.04.030 W119.50.23.170
JEPAG N037.44.01.010 W122.13.54.880
JEPAL N048.32.36.630 W109.28.31.400
JEPAR N038.00.23.630 W116.53.27.780
JEPES N033.25.43.470 W112.15.34.210
JEPET N035.10.41.820 W111.37.32.180
JEPIL N037.51.37.640 W113.16.25.580
JEPIT N040.22.50.680 W123.42.25.840
JEPKI N034.51.45.710 W099.15.34.890
JEPMA N039.01.31.400 W104.35.41.280
JEPNO N042.38.38.150 W100.04.26.890
JEPPC N039.23.33.920 W104.35.32.850
JEPRS N034.01.15.770 W115.25.01.990
JEPSN N046.28.14.660 W113.59.41.000
JEPVO N038.35.02.460 W122.50.31.370
JEQEF N045.39.57.470 W123.47.30.230
JERAG N036.32.15.580 W097.12.05.900
JERAR N035.42.35.770 W115.14.28.750
JERAS N045.14.08.780 W093.41.25.020
JERBU N035.45.57.850 W120.34.06.850
JEREV N032.57.29.350 W105.59.56.560
JERGA N039.21.01.650 W119.30.12.310
JERGI N033.41.27.670 W112.01.43.830
JERGO N032.32.22.080 W102.29.49.270
JERID N034.52.22.210 W118.22.42.680
JERKI N033.37.17.000 W115.36.44.000
JERLD N039.10.10.360 W094.44.12.410
JERLU N043.01.45.120 W115.51.17.650
JERMM N044.46.05.020 W121.27.05.840
JEROD N033.29.04.030 W115.59.50.270
JEROG N046.17.59.250 W119.04.06.960
JEROT N042.45.03.670 W114.26.39.410
JERPU N047.36.57.610 W117.24.13.020
JERUM N033.57.12.600 W117.19.45.590
JERUX N045.20.05.000 W123.01.22.000
JERZE N039.12.55.000 W094.45.08.490
JESAR N041.17.10.840 W105.19.43.460
JESAV N044.12.28.480 W121.16.22.050
JESCA N047.35.22.650 W117.46.59.510
JESEB N032.33.47.920 W114.36.54.630
JESEN N037.17.41.390 W121.58.32.050
JESEX N033.50.36.600 W117.14.37.820
JESGA N046.49.16.130 W096.36.38.260
JESGI N048.48.22.880 W122.54.29.100
JESGO N041.08.57.070 W111.59.24.920
JESIE N040.01.24.720 W106.52.31.520
JESIP N043.07.36.670 W101.40.37.490
JESIT N040.39.46.190 W100.30.41.970
JESIV N035.30.33.920 W097.35.35.140
JESJI N036.04.25.220 W115.04.42.730
JESKA N043.58.13.500 W107.23.17.540
JESKE N035.21.31.360 W097.51.12.350
JESKI N039.31.25.290 W110.47.24.000
JESKU N040.24.19.140 W107.27.48.000
JESLO N038.53.10.160 W104.41.08.190
JESOB N040.01.09.090 W099.20.37.390
JESOL N048.23.05.740 W124.28.34.960
JESOR N048.41.46.100 W122.54.38.370
JESPA N046.48.12.680 W123.02.38.730
JESPI N035.10.28.170 W114.33.38.990
JESSE N034.35.00.720 W110.56.37.550
JESSP N047.44.12.800 W122.04.35.040
JESSY N047.23.25.890 W114.07.01.780
JESTE N037.39.09.220 W123.06.39.850
JESTO N039.33.53.890 W111.53.19.270
JESUG N043.44.04.260 W112.04.16.460
JESUR N040.38.45.040 W096.39.12.940
JESVA N044.47.30.890 W093.27.35.400
JESVO N037.30.52.060 W116.37.48.420
JETAG N039.33.30.070 W104.33.18.020
JETBU N037.27.58.550 W097.15.09.250
JETEK N035.43.46.640 W106.01.52.160
JETEM N046.56.51.910 W122.28.30.960
JETET N038.49.31.780 W122.31.03.260
JETGO N046.22.26.450 W097.39.59.210
JETHK N034.41.29.870 W117.58.19.350
JETIM N035.11.25.670 W101.54.42.770
JETLI N040.19.52.990 W111.59.07.980
JETNU N047.34.43.760 W119.58.43.810
JETOG N031.52.14.070 W106.15.26.600
JETOK N034.55.44.710 W106.44.13.560
JETOM N041.16.28.010 W095.53.40.910
JETOS N034.10.05.210 W105.35.38.100
JETOT N034.42.46.400 W099.16.31.420
JETRY N039.03.03.600 W108.23.30.130
JETSA N033.57.53.940 W118.16.31.540
JETSN N039.58.50.830 W104.41.42.360
JETTI N032.45.16.550 W117.16.35.530
JETTS N046.58.13.780 W116.38.13.280
JETUX N037.33.20.240 W097.28.56.260
JETVE N035.33.49.540 W099.12.03.930
JEVAM N046.21.42.750 W112.01.30.710
JEVEL N039.01.38.210 W095.44.18.250
JEVEP N038.10.02.160 W112.15.48.760
JEVGU N036.19.44.550 W119.56.28.810
JEVGY N040.24.12.530 W123.47.16.940
JEVIM N043.22.11.620 W110.51.11.020
JEVKU N033.33.14.170 W112.21.36.530
JEVLO N047.00.44.920 W098.17.49.730
JEVOK N033.52.48.390 W116.27.38.250
JEVOS N032.55.18.040 W107.50.17.650
JEVPI N047.35.53.660 W117.43.41.920
JEVSI N039.28.38.880 W096.56.59.770
JEVSY N040.29.04.170 W123.56.18.010
JEVUN N047.25.30.030 W122.18.29.130
JEVUP N042.29.46.370 W094.05.24.650
JEVUX N037.11.34.960 W100.52.35.400
JEVXY N037.34.31.580 W122.34.26.420
JEWLS N038.31.58.390 W103.49.54.690
JEWPE N040.29.05.380 W123.45.57.520
JEXAM N042.17.48.850 W122.25.57.670
JEXEG N046.02.54.340 W097.52.33.730
JEXES N045.48.59.490 W094.50.39.110
JEXIR N045.32.16.980 W095.56.10.370
JEXIT N047.20.41.740 W120.06.09.150
JEXIX N035.50.51.930 W115.08.10.770
JEXOG N038.13.33.340 W108.35.25.780
JEXOM N046.48.43.070 W114.02.20.990
JEXON N039.31.47.330 W107.34.10.710
JEXOT N033.56.30.500 W116.35.12.660
JEXUB N040.00.57.460 W106.10.11.330
JEXUT N046.34.24.780 W111.46.28.140
JEYCU N037.47.54.920 W120.04.25.230
JEYZO N043.48.57.590 W095.46.57.400
JEZOB N037.10.33.690 W113.25.10.060
JEZYY N039.01.52.030 W119.58.29.000
JEZZE N034.13.22.140 W118.55.48.740
JEZZY N042.10.43.590 W104.52.15.990
JFFRS N045.49.18.460 W111.38.02.700
JFREE N036.39.32.200 W120.56.14.570
JFRYA N047.18.53.110 W119.12.48.420
JGKGR N048.35.26.580 W093.28.15.380
JGKPL N048.36.32.160 W093.24.41.380
JGPTT N048.36.21.350 W093.23.20.100
JGRLN N048.36.29.690 W093.21.57.350
JGTSC N048.37.29.350 W093.00.31.590
JHAWK N038.48.19.850 W095.25.15.380
JIBAM N043.02.17.920 W094.37.22.250
JIBAN N037.32.50.410 W121.54.19.770
JIBCU N035.39.41.830 W118.55.44.170
JIBDU N048.21.57.970 W093.25.03.960
JIBED N039.25.58.540 W097.09.21.040
JIBES N045.33.07.920 W109.01.09.470
JIBID N045.27.41.650 W095.06.47.870
JIBIN N041.23.25.300 W105.46.35.820
JIBIS N038.54.14.950 W104.42.56.910
JIBLU N040.55.11.040 W098.51.53.410
JIBNO N038.17.37.610 W097.57.11.620
JIBOD N046.57.44.880 W119.32.54.580
JIBOP N035.31.02.500 W119.09.26.080
JIBPO N047.10.46.550 W101.29.59.560
JIBTU N041.26.46.140 W097.11.02.720
JIBUN N032.47.12.520 W114.30.20.810
JIBYA N046.21.45.910 W094.12.30.910
JICCU N041.04.13.730 W112.01.47.920
JIDAG N047.06.52.810 W119.16.26.630
JIDAL N042.02.25.450 W121.41.13.190
JIDAP N041.18.37.480 W094.33.30.340
JIDEM N043.28.58.130 W112.06.22.890
JIDEN N031.48.05.960 W106.21.15.510
JIDES N046.59.38.720 W120.17.37.740
JIDEX N047.50.28.240 W098.15.04.980
JIDGU N034.42.45.120 W099.15.34.480
JIDOG N039.27.07.800 W104.50.43.380
JIDOV N033.17.52.010 W117.03.12.400
JIDRA N034.19.03.670 W103.24.10.980
JIDRO N036.07.15.350 W097.49.56.380
JIDSA N032.55.38.810 W103.26.22.440
JIDUL N036.08.02.850 W115.07.24.660
JIDUT N044.22.05.690 W121.04.11.270
JIFIE N039.00.47.630 W094.17.05.420
JIGAN N036.29.14.790 W119.42.44.550
JIGAR N034.56.31.210 W099.03.16.770
JIGAV N037.16.02.240 W113.20.48.090
JIGAX N044.17.52.040 W108.08.26.900
JIGDO N036.11.05.270 W119.44.58.260
JIGEB N048.13.54.190 W123.01.31.690
JIGOM N039.31.59.310 W107.23.33.270
JIGPI N046.12.16.520 W119.01.52.870
JIGVO N045.40.45.170 W100.39.45.670
JIGVY N045.00.19.140 W110.53.49.410
JIIVE N034.05.23.040 W117.53.56.120
JIKAK N037.42.35.610 W096.53.41.570
JIKBO N048.34.47.110 W111.44.51.310
JIKDE N037.55.40.030 W120.14.25.030
JIKED N043.08.50.790 W095.07.50.300
JIKIM N045.36.35.720 W123.01.22.620
JIKIP N038.22.29.010 W096.10.46.540
JIKJE N042.48.43.600 W093.13.31.780
JIKLA N038.44.12.480 W094.53.29.970
JIKNU N042.18.10.640 W098.56.14.550
JIKOK N038.59.47.580 W097.45.11.920
JIKOS N040.35.20.330 W101.41.50.840
JIKOT N038.54.04.150 W099.11.02.510
JIKPE N037.19.21.370 W122.06.52.440
JIKRO N046.27.04.640 W093.49.54.330
JIKSU N046.15.35.400 W119.06.19.230
JIKTA N038.17.27.170 W104.20.52.360
JIKUB N033.56.25.090 W117.22.54.160
JIKUT N041.06.27.460 W102.59.38.100
JILAB N035.02.39.520 W106.44.18.400
JILAN N033.44.16.520 W118.03.17.360
JILDI N035.27.23.170 W097.36.20.760
JILEB N047.32.31.480 W117.37.39.280
JILEN N037.06.38.730 W100.52.52.690
JILKI N032.53.24.580 W109.26.58.950
JILMU N034.39.24.640 W118.31.55.210
JILNA N037.14.55.700 W122.08.58.200
JILOD N041.26.41.470 W106.49.41.070
JILOK N042.20.10.970 W122.51.11.090
JILOR N037.22.52.380 W097.21.16.740
JILPU N046.18.10.190 W119.15.00.020
JILPY N035.03.06.810 W101.42.52.560
JILRO N043.12.53.150 W096.39.54.340
JILUG N035.02.44.710 W106.54.49.640
JILUN N043.01.03.960 W092.27.04.500
JIMAK N040.57.01.090 W099.56.06.210
JIMBA N031.51.26.130 W106.16.08.040
JIMDU N047.35.57.200 W117.43.35.720
JIMED N043.51.03.430 W095.35.00.490
JIMHU N036.22.39.000 W098.28.26.370
JIMIG N041.11.48.730 W104.52.22.370
JIMIT N037.35.57.390 W097.16.32.610
JIMIV N039.31.07.910 W121.35.48.120
JIMMI N043.38.14.400 W116.26.27.450
JIMMR N038.35.02.330 W105.53.52.100
JIMOD N046.18.05.610 W097.40.39.000
JIMOK N037.25.38.180 W097.06.07.980
JIMPA N038.58.21.270 W119.41.26.260
JIMUK N032.53.43.520 W114.38.58.690
JIMUN N033.32.45.210 W111.59.57.110
JINAT N034.24.49.390 W118.30.34.920
JINCO N044.16.14.580 W093.12.23.120
JINDI N036.45.27.710 W121.16.40.520
JINEM N045.35.23.090 W093.16.43.140
JINES N037.21.39.710 W122.02.04.790
JINEV N033.28.14.220 W112.27.04.990
JINGO N039.39.00.670 W122.00.07.010
JINMO N046.22.17.000 W122.07.31.000
JINNY N039.11.21.280 W108.38.36.210
JINOL N033.25.53.930 W112.04.04.470
JINPU N046.42.46.910 W096.59.56.360
JINRI N037.49.43.150 W100.29.58.840
JINTA N035.32.07.160 W097.38.26.470
JINTO N048.32.37.950 W110.02.54.330
JINTU N039.30.34.670 W119.45.36.270
JINUG N042.06.26.080 W111.58.48.930
JINWU N040.46.56.500 W095.45.25.670
JIPEM N035.22.01.000 W116.04.30.000
JIPEV N042.35.00.190 W098.03.47.540
JIPIP N040.20.35.450 W096.45.14.120
JIPKO N046.05.36.190 W093.59.25.790
JIPKU N038.32.43.450 W098.57.55.050
JIPLO N038.54.59.030 W099.53.33.390
JIPMA N036.47.37.330 W096.13.10.760
JIPOM N038.48.24.250 W121.13.35.570
JIPON N033.06.20.100 W111.47.32.890
JIPOP N034.52.01.750 W117.57.21.260
JIPOS N041.24.11.970 W111.52.22.980
JIPOT N048.52.13.340 W122.31.13.220
JIPSY N032.11.59.990 W111.29.53.140
JIPTI N042.05.08.330 W092.52.05.850
JIPTO N042.21.12.540 W122.51.43.320
JIPTU N045.13.01.750 W093.51.43.810
JIPUR N037.51.34.150 W122.21.58.900
JIPVI N032.57.11.460 W105.59.35.740
JIPYO N035.55.25.600 W098.43.53.600
JIQKU N042.24.37.140 W092.34.24.790
JIRAG N038.21.34.220 W121.37.16.870
JIRBA N044.51.50.990 W114.03.59.060
JIRBU N044.13.54.580 W117.07.44.020
JIREM N037.34.32.890 W116.39.47.380
JIREN N045.27.53.520 W121.08.10.010
JIRGU N048.23.15.820 W122.54.41.220
JIRMA N049.02.12.190 W096.00.46.190
JIROB N037.41.21.520 W118.45.11.110
JIROK N032.51.26.960 W113.23.50.300
JIROM N046.25.38.010 W098.48.10.630
JIROS N046.48.12.140 W114.40.16.780
JIROV N046.22.17.030 W117.06.05.060
JIRPU N033.50.19.490 W117.57.57.950
JIRTU N035.08.50.870 W101.48.18.390
JISAM N035.53.35.550 W101.24.00.510
JISAV N037.52.16.290 W120.12.38.710
JISAX N036.43.03.910 W096.00.26.860
JISBO N047.48.51.850 W100.14.24.790
JISDI N043.16.10.670 W124.14.03.580
JISIG N039.08.09.980 W109.03.35.390
JISIN N039.01.59.190 W095.22.43.250
JISKY N032.38.16.750 W103.16.26.890
JISMU N042.43.06.990 W097.20.48.850
JISOP N033.43.33.140 W116.24.42.980
JISOS N048.32.16.390 W122.38.50.450
JISTA N047.14.47.920 W122.12.18.100
JISUP N041.12.28.040 W111.59.41.450
JITAG N047.53.32.530 W106.30.12.630
JITAM N040.02.54.000 W100.57.59.480
JITAX N034.19.57.190 W119.35.54.310
JITED N041.15.54.880 W094.10.14.610
JITEG N036.48.35.590 W113.36.51.380
JITER N038.54.42.080 W095.09.06.240
JITIG N041.14.09.250 W095.49.55.760
JITIN N035.29.35.250 W097.36.20.870
JITIP N043.39.56.960 W107.22.05.430
JITJU N042.26.35.080 W109.58.17.170
JITKA N037.06.02.180 W113.34.48.580
JITKI N044.33.04.620 W104.37.41.600
JITLA N034.37.43.000 W118.16.16.150
JITMI N036.15.10.740 W100.01.12.490
JITMU N036.47.47.680 W119.45.22.010
JITOG N042.57.58.340 W102.13.53.890
JITOM N040.20.19.900 W100.10.54.590
JITPA N037.52.42.140 W097.55.43.390
JITRI N042.41.19.750 W123.29.09.610
JITSU N033.34.25.500 W117.33.40.700
JIVAM N042.11.35.470 W103.00.08.380
JIVAT N038.59.04.200 W096.52.08.590
JIVBO N047.44.12.710 W117.32.21.840
JIVDO N046.20.25.800 W119.00.29.490
JIVER N048.06.59.760 W122.38.33.570
JIVEV N041.03.40.620 W098.09.02.620
JIVGI N040.05.54.740 W120.09.25.450
JIVID N041.18.59.790 W095.05.44.560
JIVIK N036.52.39.370 W113.36.37.970
JIVKA N047.37.03.460 W117.40.48.570
JIVLI N038.08.57.180 W122.24.45.640
JIVOR N038.58.00.450 W119.50.40.930
JIVOX N044.48.43.680 W107.00.33.770
JIVTI N042.23.26.150 W123.04.30.520
JIVUG N034.26.12.250 W098.59.21.310
JIXEB N032.57.19.600 W109.13.44.240
JIXEG N047.41.34.550 W117.25.30.590
JIXER N048.26.29.150 W099.13.19.340
JIXEV N036.45.24.920 W120.41.19.390
JIXIR N047.48.53.520 W096.53.44.760
JIXIT N038.18.29.610 W099.05.07.030
JIXIX N048.51.01.000 W097.11.33.980
JIXPU N035.17.23.370 W097.28.24.080
JIXUN N044.50.02.560 W093.30.24.470
JJACE N045.09.51.650 W122.03.02.770
JJAWS N033.23.55.530 W118.14.11.850
JJENI N044.41.04.810 W093.02.19.280
JJETT N044.56.35.430 W121.40.56.360
JJOEL N034.37.30.220 W118.12.44.300
JJONN N033.54.02.080 W118.44.15.220
JKALL N047.37.41.730 W099.45.37.370
JKNOX N045.31.02.650 W120.24.40.730
JKPOT N034.41.39.140 W113.00.36.870
JLENE N039.44.00.760 W119.44.43.380
JLONG N041.26.26.480 W106.58.51.180
JLPNO N035.24.54.540 W105.21.37.800
JMANN N034.09.52.530 W117.11.43.050
JMBON N042.36.22.620 W096.22.43.810
JMKNG N047.57.08.350 W097.03.05.390
JMPYR N039.26.15.000 W115.52.14.500
JMUZE N035.47.30.590 W107.40.58.940
JNBOY N034.47.49.500 W116.26.08.740
JNETT N039.21.08.320 W106.28.46.490
JNIPR N034.02.50.460 W109.19.22.250
JNKBX N039.58.59.380 W104.39.31.280
JOANS N038.10.16.800 W121.58.58.370
JOBAD N038.54.50.050 W094.22.38.830
JOBAM N033.02.08.120 W106.13.41.070
JOBAS N039.36.13.620 W118.51.50.950
JOBIN N048.07.37.740 W122.43.04.640
JOBOB N040.09.41.940 W104.41.01.450
JOBOD N045.09.59.140 W100.56.04.360
JOBRO N043.20.38.220 W113.19.10.040
JOBSO N047.32.13.410 W122.18.37.250
JOBSU N033.24.44.810 W101.04.28.390
JOBUD N038.43.49.630 W121.34.46.820
JOBUS N037.30.04.710 W121.46.45.650
JOCEY N039.58.31.350 W098.07.14.660
JOCKA N044.39.26.710 W095.29.57.130
JOCOR N047.37.39.300 W097.05.34.260
JODEY N033.34.54.680 W110.49.08.690
JODIN N035.48.39.780 W097.24.09.940
JODIP N035.05.08.310 W118.10.09.750
JODIX N043.34.36.970 W116.22.14.720
JODMA N044.28.37.380 W092.30.13.270
JODNA N047.12.53.410 W122.28.37.110
JODOR N047.04.05.670 W122.28.33.720
JODPI N035.27.21.110 W101.09.59.800
JODSO N047.20.48.990 W096.27.43.540
JODUG N040.07.31.550 W107.58.10.980
JODUM N038.37.34.750 W104.35.26.500
JODVI N045.08.39.200 W123.15.08.140
JOEBB N041.28.17.190 W093.12.59.400
JOEES N034.47.52.870 W116.14.23.890
JOEKR N033.32.51.450 W117.52.43.940
JOELZ N033.55.42.030 W118.14.22.540
JOESY N043.39.33.260 W096.40.13.710
JOEYS N041.22.55.910 W099.01.18.960
JOFAY N037.55.43.420 W119.30.45.530
JOFRE N034.25.53.060 W104.54.06.960
JOFRY N034.07.42.840 W118.00.34.190
JOFWO N039.05.55.120 W095.50.14.010
JOGAD N048.22.17.590 W114.15.02.560
JOGAN N040.41.51.010 W096.48.58.480
JOGDU N044.24.41.090 W093.47.58.820
JOGEK N047.42.38.950 W116.49.31.680
JOGEL N037.27.59.320 W104.21.24.770
JOGEN N044.19.44.000 W121.39.04.000
JOGEV N036.17.30.390 W114.58.21.580
JOGHY N032.22.46.080 W109.44.07.430
JOGIP N048.20.58.900 W122.41.35.900
JOGIT N033.46.54.340 W117.46.51.070
JOGLU N046.43.32.400 W122.59.51.590
JOGMU N036.14.34.090 W115.01.55.300
JOGOL N040.32.38.670 W095.07.55.790
JOGON N044.00.06.070 W121.12.01.120
JOGOX N043.09.49.200 W110.50.32.360
JOGPI N042.00.34.840 W093.40.34.950
JOGPO N033.33.13.790 W104.50.25.620
JOGTO N044.50.04.830 W093.17.28.040
JOGUN N043.44.03.060 W111.49.10.010
JOGUT N046.29.28.750 W112.45.52.480
JOHHN N034.46.23.010 W116.42.19.400
JOHTI N038.53.40.040 W096.38.11.980
JOJTY N037.37.43.110 W097.25.08.740
JOKBU N036.15.06.520 W120.58.55.870
JOKDI N035.24.15.990 W100.11.58.550
JOKEK N037.57.25.300 W100.45.56.970
JOKIM N032.03.56.360 W110.20.12.220
JOKLO N035.21.41.930 W107.14.37.240
JOKOS N047.34.56.910 W095.02.41.620
JOKPO N048.22.59.020 W101.16.43.130
JOKRR N041.07.52.920 W095.48.27.640
JOKRU N047.19.14.450 W120.05.32.450
JOKSI N047.38.46.010 W122.23.02.760
JOKTO N035.55.34.020 W102.32.45.900
JOKUR N035.02.30.420 W116.23.58.790
JOKUS N036.21.02.190 W115.22.17.370
JOKUV N038.47.24.530 W121.34.47.400
JOKVI N033.41.02.820 W112.13.00.310
JOLAV N033.05.03.440 W111.56.30.700
JOLBA N047.54.02.610 W102.22.05.520
JOLBO N048.21.31.570 W101.12.47.220
JOLBU N040.45.38.490 W111.51.01.210
JOLDA N041.06.22.620 W098.55.45.690
JOLEK N048.05.35.300 W114.28.51.790
JOLEL N037.45.06.860 W096.59.43.260
JOLEX N045.30.48.340 W119.36.03.220
JOLGO N040.23.45.240 W098.54.44.290
JOLID N044.32.13.290 W092.21.23.740
JOLIT N046.14.12.040 W095.07.06.860
JOLMA N039.25.15.830 W123.47.56.860
JOLOV N047.38.25.620 W122.29.08.480
JOLPI N047.07.38.060 W122.55.49.160
JOLPO N033.59.49.230 W118.39.39.760
JOLTI N043.28.43.860 W115.58.13.530
JOLUP N038.21.35.910 W104.29.40.830
JOLUX N041.25.48.130 W094.05.21.360
JOLVO N044.28.33.470 W093.19.42.250
JOMAG N040.02.59.840 W104.39.28.420
